﻿Daily Discharge (m3/s) (PARAM = 1) and Daily Water Level (m) (PARAM = 2)
 ID,PARAM,TYPE,YEAR,DD,Jan,SYM,Feb,SYM,Mar,SYM,Apr,SYM,May,SYM,Jun,SYM,Jul,SYM,Aug,SYM,Sep,SYM,Oct,SYM,Nov,SYM,Dec,SYM
07AA001,1,1,1984,17,1.12,B,0.900,B,0.790,B,2.62,,4.94,,49.6,,35.4,,9.22,,23.1,,6.62,,2.10,B,1.25,B
07AA001,1,1,1984,18,1.00,B,0.800,B,0.790,B,2.74,,4.71,,34.0,,35.0,,9.63,,46.7,,6.24,,2.15,B,1.25,B
07AA001,1,1,1984,19,0.920,B,0.700,B,0.790,B,2.68,,4.63,,26.6,,31.2,,9.10,,44.6,,6.28,,2.20,B,1.25,B
07AA001,1,1,1984,20,0.860,B,0.660,B,0.790,B,2.80,,5.76,,22.5,,27.0,,8.45,,29.7,,5.88,B,2.30,B,1.20,B
07AA001,1,1,1984,21,0.840,B,0.660,B,0.810,B,3.24,,5.84,,25.6,,22.2,,7.84,,24.5,,5.61,B,2.40,B,1.20,B
07AA001,1,1,1984,22,0.810,B,0.680,B,0.840,B,3.37,,5.01,,31.7,,18.8,,7.25,,20.1,,5.33,B,2.35,B,1.20,B
07AA001,1,1,1984,23,0.800,B,0.710,B,0.860,B,3.10,,4.61,,41.4,,17.4,,7.29,,16.5,,5.47,,2.30,B,1.20,B
07AA001,1,1,1984,24,0.800,B,0.710,B,0.880,B,2.74,,4.40,,52.5,,18.6,,6.98,,14.5,,5.33,,2.40,B,1.10,B
07AA001,1,1,1984,25,0.800,B,0.710,B,0.910,B,2.42,,4.20,,53.2,,20.0,,6.73,,12.6,,5.30,,2.40,B,0.990,B
07AA001,1,1,1984,26,0.810,B,0.700,B,0.930,B,2.26,,4.48,,45.4,,22.5,,8.03,,11.0,,4.26,B,2.40,B,1.05,B
07AA001,1,1,1984,27,0.820,B,0.680,B,0.950,B,2.02,,4.79,,59.2,,26.5,,14.9,,9.97,,3.77,B,2.30,B,1.05,B
07AA001,1,1,1984,28,0.840,B,0.670,B,0.950,B,1.92,,5.58,,76.2,,25.7,,15.1,,9.57,,4.08,B,2.29,B,1.05,B
07AA001,1,1,1984,29,0.880,B,0.665,B,1.06,B,1.91,,8.60,,116,,22.7,,10.6,,9.16,,3.33,B,2.20,B,1.05,B
07AA001,1,1,1984,30,0.920,B,,,1.05,B,1.84,,22.5,,100,,21.4,,9.09,,9.05,,2.34,B,2.10,B,1.05,B
07AA001,1,1,1984,31,0.950,B,,,1.00,B,,,28.7,,,,20.4,,8.42,,,,2.17,B,,,1.05,B
07AA001,1,1,1985,01,1.04,B,0.940,B,0.880,B,0.890,B,1.22,,39.4,,47.7,,9.19,,5.86,,5.13,,3.16,B,1.23,B
07AA001,1,1,1985,02,1.03,B,0.900,B,0.860,B,1.12,B,1.58,,41.8,,37.8,,9.51,,5.89,,5.05,,3.15,B,1.23,B
07AA001,1,1,1985,03,1.02,B,0.815,B,0.850,B,1.15,B,3.20,,45.5,,35.6,,9.40,,6.08,,5.04,,3.11,B,1.23,B
07AA001,1,1,1985,04,1.02,B,0.815,B,0.830,B,1.17,B,4.45,,43.9,,35.6,,9.55,,6.74,,4.53,,3.05,B,1.27,B
07AA001,1,1,1985,05,1.01,B,0.815,B,0.821,B,1.18,B,4.21,,42.2,,36.4,,8.91,,8.23,,4.79,,2.52,B,1.33,B
07AA001,1,1,1985,06,0.994,B,0.813,B,0.815,B,1.21,B,3.95,,37.4,,32.1,,7.82,,9.35,,4.52,,3.12,B,1.36,B
07AA001,1,1,1985,07,0.985,B,0.803,B,0.800,B,1.23,B,3.94,,32.6,,27.0,,10.1,,7.44,,4.08,,3.09,B,1.28,B
07AA001,1,1,1985,08,0.980,B,0.805,B,0.789,B,1.20,,4.41,,29.0,,25.3,,13.6,,6.51,,3.44,,2.62,B,1.12,B
07AA001,1,1,1985,09,0.974,B,0.795,B,0.786,B,1.24,,4.86,,22.6,,25.3,,11.5,,6.67,,4.07,,1.79,B,1.08,B
07AA001,1,1,1985,10,0.978,B,0.778,B,0.780,B,1.37,,4.87,,18.9,,26.2,,10.8,,6.95,,3.93,,1.84,B,1.09,B
07AA001,1,1,1985,11,0.982,B,0.800,B,0.770,B,1.50,,4.40,,17.7,,25.4,,8.79,,7.36,,3.98,,2.00,B,1.10,B
07AA001,1,1,1985,12,0.986,B,0.850,B,0.765,B,1.60,,3.77,,22.2,,23.4,,8.82,,8.26,,3.85,,2.15,B,1.12,B
07AA001,1,1,1985,13,0.990,B,0.880,B,0.755,B,1.71,,3.73,,25.4,,19.5,,8.35,,19.5,,3.76,,2.31,B,1.15,B
07AA001,1,1,1985,14,0.995,B,0.900,B,0.755,B,2.13,,3.75,,24.5,,15.9,,7.48,,15.2,,3.75,,2.31,B,1.19,B
07AA001,1,1,1985,15,1.01,B,0.935,B,0.765,B,2.03,,4.20,,36.7,,15.2,,11.7,,11.3,,3.85,,2.17,B,1.22,B
07AA001,1,1,1985,16,1.03,B,0.910,B,0.780,B,1.93,,6.14,,26.3,,14.8,,9.40,,11.0,,4.85,,1.91,B,1.24,B
07AA001,1,1,1985,17,1.01,B,0.895,B,0.790,B,1.87,,11.6,,22.4,,14.3,,8.20,,11.2,,4.81,,1.78,B,1.19,B
07AA001,1,1,1985,18,1.00,B,0.879,B,0.780,B,1.73,,23.9,,26.6,,13.3,,7.62,,9.20,,4.24,,1.61,B,1.15,B
07AA001,1,1,1985,19,0.998,B,0.873,B,0.760,B,1.59,,36.6,,37.2,,12.9,,7.30,,8.71,,4.16,,1.57,B,1.12,B
07AA001,1,1,1985,20,0.990,B,0.869,B,0.740,B,1.46,,43.1,,40.2,,13.4,,9.62,,7.98,,4.35,,1.36,B,1.05,B
07AA001,1,1,1985,21,0.989,B,0.865,B,0.720,B,1.34,,46.2,,31.3,,13.9,,10.1,,8.19,,4.19,,1.36,B,1.00,B
07AA001,1,1,1985,22,0.985,B,0.861,B,0.700,B,1.23,,54.5,,25.7,,14.4,,8.22,,7.57,,4.11,,1.35,B,0.935,B
07AA001,1,1,1985,23,0.982,B,0.861,B,0.685,B,1.19,,61.9,,24.4,,13.6,,7.70,,6.43,,3.87,,1.35,B,0.895,B
07AA001,1,1,1985,24,0.981,B,0.860,B,0.670,B,1.20,,64.8,,23.5,,13.7,,7.66,,6.65,,3.66,,1.36,B,0.840,B
07AA001,1,1,1985,25,0.980,B,0.859,B,0.655,B,1.14,,71.7,,24.5,,11.5,,7.57,,6.29,,3.48,,1.36,B,0.780,B
07AA001,1,1,1985,26,0.979,B,0.857,B,0.625,B,1.12,,50.4,,29.2,,10.3,,6.85,,6.58,,3.28,B,1.32,B,0.730,B
07AA001,1,1,1985,27,0.971,B,0.851,B,0.640,B,1.15,,37.1,,32.8,,9.24,,6.44,,6.40,,3.38,,1.28,B,0.700,B
07AA001,1,1,1985,28,0.968,B,0.857,B,0.604,B,1.15,,34.5,,41.6,,8.60,,6.18,A,5.43,,3.55,B,1.27,B,0.715,B
07AA001,1,1,1985,29,0.964,B,,,0.615,B,1.12,,43.2,,44.1,,8.60,,5.94,,5.46,,3.60,B,1.25,B,0.720,B
07AA001,1,1,1985,30,0.960,B,,,0.650,B,1.15,,46.8,,58.2,,8.60,,5.86,,5.21,,3.38,B,1.24,B,0.735,B
07AA001,1,1,1985,31,0.953,B,,,0.759,B,,,42.5,,,,8.83,,6.11,,,,3.23,B,,,0.755,B
07AA001,1,1,1986,01,0.730,B,0.784,B,0.764,B,0.866,E,1.01,,109,,32.4,,14.8,,8.13,,4.64,,2.76,,1.46,B
07AA001,1,1,1986,02,0.724,B,0.704,B,0.771,B,0.885,E,1.01,,104,,32.5,,14.6,,10.1,A,4.02,,3.58,,1.19,B
07AA001,1,1,1986,03,0.683,B,0.717,B,0.740,B,0.920,E,1.27,,82.4,,33.4,,15.3,,11.3,A,3.90,,3.50,,1.04,B
07AA001,1,1,1986,04,0.664,B,0.670,B,0.735,B,0.986,E,1.77,,67.4,,27.2,,15.9,,12.9,,4.50,,3.36,,1.26,B
07AA001,1,1,1986,05,0.683,B,0.658,B,0.725,B,1.04,E,2.10,,63.9,,23.7,,16.9,,14.1,A,5.63,,3.28,,1.37,B
07AA001,1,1,1986,06,0.740,B,0.697,B,0.705,B,1.09,E,2.40,,64.9,,22.8,,15.8,,9.66,A,6.18,,2.92,B,1.24,B
07AA001,1,1,1986,07,0.750,B,0.690,B,0.697,B,1.16,E,2.67,,71.0,,26.7,,14.5,,7.90,,5.73,,2.13,B,1.38,B
07AA001,1,1,1986,08,0.750,B,0.667,B,0.704,B,1.30,E,3.07,,65.9,,27.5,,14.1,,7.00,,5.86,,1.42,B,1.38,B
07AA001,1,1,1986,09,0.744,B,0.661,B,0.710,B,1.53,E,3.43,,62.9,,31.0,,13.4,,6.34,,5.23,,0.937,B,1.36,B
07AA001,1,1,1986,10,0.744,B,0.608,B,0.704,B,1.43,E,3.50,,56.6,,35.8,,12.4,,6.00,,4.89,,0.911,B,1.36,B
07AA001,1,1,1986,11,0.730,B,0.594,B,0.670,B,1.31,E,3.25,,68.3,,30.5,,12.4,,6.27,,4.39,,1.45,B,1.38,B
07AA001,1,1,1986,12,0.730,B,0.599,B,0.667,B,1.16,E,3.13,,55.6,,28.8,,12.7,,5.78,,4.24,,1.84,B,1.40,B
07AA001,1,1,1986,13,0.724,B,0.572,B,0.677,B,1.11,E,2.85,,43.6,,26.0,,12.1,,5.33,,4.13,,2.07,B,1.43,B
07AA001,1,1,1986,14,0.704,B,0.582,B,0.670,B,1.12,E,2.59,,43.8,,23.5,,11.4,,5.08,,4.06,,2.06,B,1.48,B
07AA001,1,1,1986,15,0.690,B,0.571,B,0.646,B,1.14,E,2.41,,61.9,,21.9,,10.2,,4.86,,3.88,,2.09,B,1.52,B
07AA001,1,1,1986,16,0.690,B,0.553,B,0.655,B,1.17,E,2.33,,49.9,,30.8,,8.85,,4.64,,3.74,,2.03,B,1.41,B
07AA001,1,1,1986,17,0.690,B,0.553,B,0.662,B,1.19,E,2.65,,41.7,,37.9,,8.08,,4.44,,3.64,,1.93,B,1.34,B
07AA001,1,1,1986,18,0.670,B,0.546,B,0.677,B,1.15,E,4.01,,51.1,,43.0,,7.86,,4.18,,3.51,,1.81,B,1.06,B
07AA001,1,1,1986,19,0.663,B,0.536,B,0.683,B,1.13,E,6.17,,48.3,,36.6,,8.21,,4.04,,3.40,,1.81,B,1.12,B
07AA001,1,1,1986,20,0.667,B,0.536,B,0.704,B,1.24,E,10.9,,36.5,,33.0,,7.50,,3.87,,3.35,,2.04,B,1.26,B
07AA001,1,1,1986,21,0.670,B,0.543,B,0.737,B,1.48,E,14.4,,30.0,,30.6,,7.08,,3.70,,3.30,,2.16,B,1.29,B
07AA001,1,1,1986,22,0.683,B,0.555,B,0.744,B,1.59,E,11.8,,28.5,,28.3,,6.83,,3.64,,3.15,,2.15,B,1.23,B
07AA001,1,1,1986,23,0.697,B,0.591,B,0.710,B,1.47,E,9.95,,33.5,,29.6,,6.77,,3.63,,3.02,,2.06,B,1.29,B
07AA001,1,1,1986,24,0.717,B,0.610,B,0.709,B,1.29,E,10.2,,46.1,,26.7,,7.02,,3.66,,2.97,,2.04,B,1.30,B
07AA001,1,1,1986,25,0.724,B,0.643,B,0.708,B,1.21,E,13.0,,39.7,,23.1,,7.35,,3.60,,3.14,,1.92,B,1.20,B
07AA001,1,1,1986,26,0.724,B,0.644,B,0.734,B,1.18,E,32.2,,30.8,,20.1,,6.80,,4.32,,3.94,,1.83,B,1.16,B
07AA001,1,1,1986,27,0.781,B,0.657,B,0.821,B,1.20,E,72.7,,27.9,,19.5,,6.66,,4.40,,5.14,,1.76,B,1.14,B
07AA001,1,1,1986,28,0.777,B,0.704,B,0.980,B,1.19,A,92.7,,27.2,,21.2,,6.83,,4.10,,5.47,,1.63,B,1.10,B
07AA001,1,1,1986,29,0.744,B,,,1.04,B,1.10,,105,,29.5,,20.8,,7.58,,3.94,,4.29,,1.42,B,1.08,B
07AA001,1,1,1986,30,0.730,B,,,0.950,B,1.07,,108,,35.6,,18.2,,8.30,A,4.15,,3.79,,1.46,B,0.998,B
07AA001,1,1,1986,31,0.744,B,,,0.883,E,,,110,,,,16.0,,7.26,A,,,3.25,,,,0.696,B
07AA001,1,1,1987,01,1.08,B,0.768,B,0.460,B,1.23,,19.1,,25.6,,25.5,,44.0,,8.40,,4.14,,3.71,,1.40,B
07AA001,1,1,1987,02,1.07,B,0.738,B,0.490,B,1.33,,24.2,,20.4,,25.2,,47.3,,9.75,,4.03,,3.24,,1.65,B
07AA001,1,1,1987,03,0.994,B,0.633,B,0.550,B,1.55,,18.1,,21.6,,25.5,,37.2,,11.6,,4.15,,3.10,,1.57,B
07AA001,1,1,1987,04,0.938,B,0.678,B,0.680,B,1.77,,14.3,,30.5,,28.3,,31.7,,9.38,,6.17,,2.77,,1.53,B
07AA001,1,1,1987,05,0.906,B,0.712,B,0.780,B,1.97,,13.3,E,47.2,,30.4,,32.2,,8.61,,5.15,,2.69,,1.45,B
07AA001,1,1,1987,06,0.769,B,0.723,B,1.00,B,2.04,,12.8,E,60.7,,25.0,,24.3,,7.96,,4.57,,2.66,,1.50,B
07AA001,1,1,1987,07,0.670,B,0.687,B,1.48,B,2.07,,15.0,E,54.4,,19.9,,22.0,,7.33,,4.20,,2.33,,1.58,B
07AA001,1,1,1987,08,0.690,B,0.620,B,1.30,B,2.05,,20.0,E,50.5,,18.0,,17.7,,6.97,,3.77,,2.46,,1.50,B
07AA001,1,1,1987,09,0.800,B,0.611,B,1.00,B,1.97,,32.0,E,54.8,,18.7,,15.7,,6.92,,3.37,,2.20,,1.44,B
07AA001,1,1,1987,10,1.13,B,0.616,B,0.810,B,2.02,,39.5,E,56.5,,20.2,,18.6,,6.65,,3.39,,2.46,,1.45,B
07AA001,1,1,1987,11,1.09,B,0.612,B,0.800,B,2.04,,41.0,E,47.7,,15.4,,16.4,,6.46,,3.52,,2.39,,1.40,B
07AA001,1,1,1987,12,1.05,B,0.606,B,1.08,B,1.79,,34.0,E,52.6,,14.2,,13.9,,6.35,,3.30,,2.48,,1.28,B
07AA001,1,1,1987,13,0.910,B,0.574,B,1.03,B,1.64,,40.2,E,73.0,,14.3,,14.8,,6.43,,3.02,,2.38,,0.901,B
07AA001,1,1,1987,14,0.820,B,0.589,B,1.04,B,1.58,,41.2,E,67.1,,14.4,,12.3,,6.22,,3.05,,2.42,,1.08,B
07AA001,1,1,1987,15,0.700,B,0.545,B,1.03,B,1.66,,34.0,E,59.5,,13.6,,10.7,,8.14,,2.91,,2.08,,1.24,B
07AA001,1,1,1987,16,0.850,B,0.574,B,1.02,B,1.70,,29.5,E,52.9,,11.5,,10.6,,7.70,,2.92,,1.82,,1.11,B
07AA001,1,1,1987,17,0.980,B,0.561,B,1.07,B,1.67,,27.5,E,43.7,,10.4,,10.5,,6.32,,2.57,,0.774,B,1.13,B
07AA001,1,1,1987,18,0.980,B,0.400,B,1.04,B,1.53,,26.5,E,37.4,,9.15,,9.80,,5.80,,2.44,,1.43,B,1.46,B
07AA001,1,1,1987,19,0.950,B,0.350,B,1.03,B,1.47,,26.2,E,37.4,,8.62,,10.2,,5.36,,2.50,,2.08,B,1.39,B
07AA001,1,1,1987,20,0.920,B,0.420,B,1.04,B,1.41,,27.2,E,39.3,,8.88,,16.9,,5.09,,2.46,,2.25,B,1.32,B
07AA001,1,1,1987,21,0.888,B,0.380,B,0.959,B,1.42,,27.4,E,41.6,,9.21,,19.4,,5.02,,2.64,,2.43,B,1.24,B
07AA001,1,1,1987,22,0.854,B,0.330,B,0.989,B,1.45,,22.0,E,36.4,,9.78,,14.2,,5.01,,2.18,,2.29,B,1.04,B
07AA001,1,1,1987,23,0.943,B,0.320,B,1.01,B,1.39,,19.5,E,27.9,,10.7,,12.2,,4.92,,2.25,,2.07,B,0.903,B
07AA001,1,1,1987,24,0.976,B,0.400,B,1.05,B,1.40,,17.5,E,20.6,,10.1,,11.7,,4.84,,2.59,,1.93,B,0.782,B
07AA001,1,1,1987,25,0.962,B,0.490,B,1.09,B,1.39,,16.5,E,18.3,,10.8,,10.8,,4.70,,2.55,,1.76,B,0.733,B
07AA001,1,1,1987,26,0.935,B,0.570,B,0.970,B,1.41,,25.0,E,21.9,,12.9,,9.87,,5.06,,2.43,,1.46,B,0.670,B
07AA001,1,1,1987,27,0.898,B,0.570,B,0.780,B,1.48,,31.6,A,25.5,,11.5,,9.26,,4.92,,2.42,,1.70,B,0.598,B
07AA001,1,1,1987,28,0.903,B,0.520,B,0.680,B,2.44,,36.4,,28.1,,11.0,,9.15,,4.48,,2.46,,1.40,B,0.574,B
07AA001,1,1,1987,29,0.883,B,,,0.956,,4.94,,34.9,,26.8,,10.8,,10.3,,4.28,,2.81,,0.968,B,0.579,B
07AA001,1,1,1987,30,0.857,B,,,0.980,,10.4,,29.8,,26.1,,10.8,,8.96,,4.16,,3.56,,1.04,B,0.515,B
07AA001,1,1,1987,31,0.805,B,,,1.12,,,,30.7,,,,14.7,,8.58,,,,3.81,,,,0.487,B
07AA001,1,1,1988,01,0.489,B,0.849,B,0.781,B,0.894,B,7.02,,22.2,,18.4,,9.99,,7.02,,7.62,,3.64,B,1.84,B
07AA001,1,1,1988,02,0.531,B,0.817,B,0.755,B,0.964,B,6.02,,20.3,,15.9,,9.69,,6.84,,6.45,,4.60,B,1.87,B
07AA001,1,1,1988,03,0.552,B,0.795,B,0.732,B,1.03,B,5.32,,20.9,,20.5,,8.68,,6.83,,5.76,,4.55,B,1.69,B
07AA001,1,1,1988,04,0.763,B,0.731,B,0.730,B,1.02,B,5.04,,22.6,,16.8,,9.31,,6.90,,5.40,,3.94,B,1.70,B
07AA001,1,1,1988,05,0.860,B,0.702,B,0.719,B,0.913,B,4.62,,24.4,,19.8,,15.2,,7.03,,5.16,,3.60,B,1.66,B
07AA001,1,1,1988,06,0.821,B,0.703,B,0.692,B,0.847,B,4.74,,38.6,,24.8,,29.8,,7.44,,4.96,,3.83,B,1.61,B
07AA001,1,1,1988,07,0.841,B,0.703,B,0.675,B,0.883,B,5.20,,53.7,,19.9,,23.8,,11.9,,4.85,,3.63,B,1.55,B
07AA001,1,1,1988,08,0.695,B,0.714,B,0.689,B,0.864,B,7.53,,64.6,,17.2,,16.0,,7.93,,4.63,,3.52,B,1.50,B
07AA001,1,1,1988,09,0.529,B,0.692,B,0.702,B,0.840,B,12.1,,55.6,,16.6,,15.8,,6.76,,4.36,,3.72,B,1.47,B
07AA001,1,1,1988,10,0.423,B,0.670,B,0.695,B,0.989,B,19.3,,43.4,,15.9,,16.3,,6.42,,4.31,,3.14,B,1.53,B
07AA001,1,1,1988,11,0.442,B,0.664,B,0.649,B,1.18,B,25.6,,37.0,,18.7,,12.6,,5.81,,4.26,,3.40,B,1.43,B
07AA001,1,1,1988,12,0.500,B,0.700,B,0.702,B,1.34,B,34.2,,30.4,,24.7,,10.9,,5.40,,4.12,,3.05,B,1.43,B
07AA001,1,1,1988,13,0.600,B,0.753,B,0.701,B,1.51,B,42.8,,25.8,,19.0,,9.93,,5.19,,4.01,,2.76,B,1.43,B
07AA001,1,1,1988,14,0.750,B,0.769,B,0.715,B,1.88,,40.4,,30.2,,20.6,,9.27,,5.22,,4.39,,2.50,B,1.40,B
07AA001,1,1,1988,15,0.910,B,0.808,B,0.708,B,2.39,,29.3,,34.5,,18.3,,9.05,,5.15,,5.00,,2.42,B,1.38,B
07AA001,1,1,1988,16,1.03,B,0.837,B,0.741,B,3.26,,24.3,,40.2,,14.7,,12.4,,6.13,,4.40,,2.40,B,1.39,B
07AA001,1,1,1988,17,1.02,B,0.858,B,0.722,B,4.35,,29.6,,43.1,,12.7,,15.8,,5.98,,3.94,,2.38,B,1.44,B
07AA001,1,1,1988,18,1.00,B,0.864,B,0.728,B,6.12,,21.6,,42.6,,11.4,,16.3,,5.27,,3.57,,2.14,B,1.61,B
07AA001,1,1,1988,19,0.950,B,0.907,B,0.878,B,9.84,,16.8,,40.2,,10.9,,12.9,,5.13,,3.89,,2.18,B,1.55,B
07AA001,1,1,1988,20,0.900,B,0.898,B,0.781,B,9.37,,15.2,,33.1,,11.5,,13.2,,4.92,,3.64,,2.22,B,1.34,B
07AA001,1,1,1988,21,0.860,B,0.896,B,0.819,B,9.21,,16.1,,27.7,,12.9,,11.1,,4.92,,3.56,,2.23,B,1.38,B
07AA001,1,1,1988,22,0.799,B,0.859,B,0.761,B,8.76,,22.8,,30.2,,13.5,,9.82,,4.52,,4.72,,2.26,B,1.39,B
07AA001,1,1,1988,23,0.749,B,0.806,B,0.784,B,8.69,,36.9,,32.0,,11.7,,9.52,,4.35,,4.23,,2.18,B,1.37,B
07AA001,1,1,1988,24,0.687,B,0.850,B,0.757,B,8.08,,34.6,,30.4,,10.6,,9.42,,4.17,,3.81,,1.73,B,1.33,B
07AA001,1,1,1988,25,0.726,B,0.823,B,0.802,B,7.19,,29.6,,24.3,,10.9,,9.11,,3.97,,3.37,B,1.71,B,1.29,B
07AA001,1,1,1988,26,0.749,B,0.813,B,0.775,B,6.57,,27.4,,26.4,,11.4,,8.83,,4.04,,3.60,B,1.70,B,1.26,B
07AA001,1,1,1988,27,0.762,B,0.847,B,0.785,B,6.08,,25.8,,29.7,,12.2,,8.46,,4.16,,2.55,B,1.72,B,1.24,B
07AA001,1,1,1988,28,0.788,B,0.833,B,0.900,B,6.58,,26.0,,30.1,,11.4,,8.24,,4.19,,1.83,B,2.00,B,1.22,B
07AA001,1,1,1988,29,0.787,B,0.802,B,0.786,B,8.05,,30.0,,27.1,,9.93,,8.16,,4.61,,1.89,B,2.19,B,1.18,B
07AA001,1,1,1988,30,0.823,B,,,0.729,B,8.22,,25.0,,24.7,,9.69,,10.0,,9.06,,3.35,B,1.97,B,1.16,B
07AA001,1,1,1988,31,0.810,B,,,0.769,B,,,26.2,,,,9.24,,7.90,,,,3.38,B,,,1.13,B
07AA001,1,1,1989,01,1.11,B,1.00,B,0.885,B,0.670,B,5.48,,45.0,,32.2,,13.0,,9.66,,6.86,,4.29,,2.61,B
07AA001,1,1,1989,02,1.09,B,0.977,B,1.06,B,0.662,B,6.35,,52.5,,26.5,,19.5,,9.21,,6.11,,4.48,,2.72,B
07AA001,1,1,1989,03,1.07,B,0.900,B,1.20,B,0.691,B,6.57,,51.8,,24.4,,24.4,,8.46,,5.94,,4.41,,2.73,B
07AA001,1,1,1989,04,1.05,B,0.850,B,1.28,B,0.686,B,7.42,,57.1,,26.4,,18.7,,8.02,,5.82,,4.41,,2.69,B
07AA001,1,1,1989,05,1.04,B,0.800,B,1.27,B,0.720,B,9.66,,65.3,,23.3,,15.2,,8.85,,5.59,,4.30,,2.53,B
07AA001,1,1,1989,06,1.03,B,0.820,B,1.21,B,0.737,B,16.2,,68.7,,21.0,,13.4,,8.73,,5.52,,4.12,,2.44,B
07AA001,1,1,1989,07,1.03,B,0.830,B,1.13,B,0.787,B,25.6,,61.6,,22.3,,12.4,,7.97,,5.28,,4.12,,2.18,B
07AA001,1,1,1989,08,1.03,B,0.850,B,1.07,B,0.853,B,30.1,,53.4,,33.5,,12.3,,7.89,,5.04,,3.94,,2.34,B
07AA001,1,1,1989,09,1.03,B,0.870,B,1.04,B,0.900,B,31.8,,56.1,,34.7,,11.6,,7.25,,4.86,,4.13,,2.32,B
07AA001,1,1,1989,10,1.05,B,0.900,B,0.934,B,1.01,B,34.0,,59.0,,35.4,,11.0,,6.74,,6.43,,5.00,,2.00,B
07AA001,1,1,1989,11,1.08,B,0.920,B,0.835,B,1.13,B,32.4,,56.5,,32.2,,9.99,,6.42,,7.16,,4.61,B,1.84,B
07AA001,1,1,1989,12,1.09,B,0.930,B,0.832,B,1.25,B,22.6,,57.6,,31.3,,9.21,,6.17,,6.43,,4.22,B,2.22,B
07AA001,1,1,1989,13,1.28,B,0.940,B,0.825,B,1.34,B,16.6,,60.4,,30.5,,8.93,,6.04,,5.88,,3.84,B,2.20,B
07AA001,1,1,1989,14,1.35,B,0.930,B,0.806,B,1.47,B,15.9,,64.9,,37.9,,8.74,,5.83,,5.50,,3.45,B,2.13,B
07AA001,1,1,1989,15,1.22,B,0.925,B,0.806,B,1.85,B,17.7,,64.4,,35.8,,12.0,,5.60,,5.18,,3.06,B,2.12,B
07AA001,1,1,1989,16,1.12,B,0.915,B,0.759,B,2.05,B,21.9,,56.0,,31.9,,24.1,,6.39,,4.24,,3.20,B,2.03,B
07AA001,1,1,1989,17,1.10,B,0.900,B,0.716,B,1.84,B,23.3,,44.3,,26.6,,47.8,,7.81,,5.31,,3.30,B,1.95,B
07AA001,1,1,1989,18,1.09,B,0.887,B,0.795,B,1.78,B,20.2,,37.1,,23.6,,29.5,,6.96,,6.47,,3.40,B,1.62,B
07AA001,1,1,1989,19,1.12,B,0.881,B,0.751,B,1.65,,15.6,,33.0,,21.8,,25.2,,6.72,,8.86,,3.20,B,1.69,B
07AA001,1,1,1989,20,1.14,B,0.919,B,0.709,B,1.70,,12.6,,28.2,,23.0,,22.3,,7.51,,6.84,,2.75,B,1.71,B
07AA001,1,1,1989,21,1.03,B,0.943,B,0.698,B,2.19,,10.9,,24.8,,23.2,,27.0,,9.06,,6.51,,2.60,B,2.07,B
07AA001,1,1,1989,22,0.948,B,0.924,B,0.693,B,2.40,,9.49,,29.0,,20.8,,26.1,,9.14,,6.41,,2.37,B,2.33,B
07AA001,1,1,1989,23,0.883,B,0.918,B,0.682,B,2.20,,9.09,,36.2,,16.2,,21.3,,8.51,,6.19,,2.40,B,2.36,B
07AA001,1,1,1989,24,1.04,B,0.886,B,0.645,B,2.07,,9.29,,36.4,,14.6,,17.6,,8.00,,6.18,,2.47,B,2.35,B
07AA001,1,1,1989,25,1.32,B,0.825,B,0.619,B,2.01,,9.93,,34.8,,13.3,,17.3,,7.45,,6.28,,2.52,B,2.23,B
07AA001,1,1,1989,26,1.30,B,0.796,B,0.643,B,2.04,,11.1,,33.8,,12.8,,15.3,,7.14,,5.90,,2.60,B,2.14,B
07AA001,1,1,1989,27,1.21,B,0.798,B,0.638,B,1.96,,10.8,,41.1,,13.4,,13.6,,7.00,,5.56,,2.70,B,2.06,B
07AA001,1,1,1989,28,1.14,B,0.771,B,0.627,B,2.31,,9.85,,34.9,,13.6,,11.9,,6.64,,4.33,,2.80,B,1.99,B
07AA001,1,1,1989,29,1.05,B,,,0.593,B,3.10,,12.3,,27.6,,13.2,,11.6,,6.38,,4.52,,2.94,B,1.86,B
07AA001,1,1,1989,30,1.09,B,,,0.608,B,4.09,,17.9,,27.2,,13.0,,11.7,,7.04,,4.95,,2.66,B,1.82,B
07AA001,1,1,1989,31,1.05,B,,,0.706,B,,,28.5,,,,13.4,,10.7,,,,4.48,,,,1.81,B
07AA001,1,1,1990,01,1.83,B,1.90,B,1.14,B,1.71,B,4.96,,75.1,,47.9,,18.6,,11.7,,4.62,,4.38,,3.03,B
07AA001,1,1,1990,02,1.86,B,2.02,B,1.15,B,1.45,B,5.27,,65.4,,47.1,,16.0,,10.4,,5.21,,4.20,B,2.81,B
07AA001,1,1,1990,03,1.75,B,1.84,B,1.09,B,1.65,B,5.77,,59.6,,55.2,,13.9,,9.28,,4.82,,4.00,B,2.74,B
07AA001,1,1,1990,04,1.80,B,1.65,B,1.03,B,1.90,B,6.72,,58.4,,48.8,,13.0,,8.16,,5.06,,4.06,B,2.73,B
07AA001,1,1,1990,05,1.79,B,1.54,B,1.04,B,2.18,B,10.5,,47.3,,39.7,,13.2,,7.50,,5.40,,4.11,B,2.80,B
07AA001,1,1,1990,06,1.81,B,1.43,B,1.04,B,2.49,B,18.5,,39.5,,52.9,,13.8,,7.11,,4.88,,3.85,B,2.79,B
